,message,message_id,date,remove
90,У Тюменской области появился свой геопортал!,119,1422003456,n
91,«Расширяя горизонты» открывает мобильный сезон,120,1422443990,n
92,Выдача УЭК продолжилась в старом режиме,122,1422448809,n
93,Областному центру телефонного обслуживания исполнилось 2 года,123,1422856765,n
94,Пунктов для для подтверждения регистрации на портале госуслуг стало больше! В том числе и в муниципальных районах.,124,1424176138,n
95,Как просто проверить статус оказания услуги многофункциональным центром.,125,1425441740,n
96,"Тюменское мобильное приложение ""Медицина72"" продолжает собирать лавры профессиональных конкурсов.",126,1426144283,n
97,Для людей с ограниченными возможностями запущен новый сервис. Подробнее по ссылке.,127,1426496074,n
98,"Скачай приложение прямо сейчас, записывайся на прием сам и записывай своих родных)",128,1426844648,n
99,Используйте интернет с пользой) Еще 1 электронный сервис в Тюмени),129,1427165809,n
100,"На следующей неделе в Тюмень вернется плюсовая температура! Пора готовить гаджеты к весенним прогулкам и регистрироваться в сети бесплатного интернета ""TyumenFree"".",130,1427446609,n
102,Открыт V юбилейный конкурс «Моя ИТ-идея»,132,1428046424,n
103,Тюменский клинический центр автоматизирует госзакупки с помощью российской IT-платформы,133,1429092647,n
104,Тюмень получила грант на информатизацию региона,134,1429092741,n
105,Тюмень отличилась высоким уровнем защиты информации,135,1429092839,n
106,Как подать 3-НДФЛ с электронной подписью?,136,1429524666,n
107,Известна новая статистика рунета!,137,1430368439,n
108,Уже в мае пользователей TyumenFree в Тюмени ожидает новый увлекательный квест! Вступайте в группу и следите за новостями,138,1430896237,n
109,"У НАС КВЕСТ!!!! ДАРИМ ПЛАНШЕТ!!!

Региональная сеть бесплатного интернета «TyumenFree» «TyumenFree» - это 134 адреса и более 250 тысяч зарегистрированных пользователей по всей Тюменской области. 57 точек находятся в г. Тюмени. Мы предлагаем вам принять участие в квесте «Весна с TyumenFree», узнать, где же расположены все эти точки и выиграть планшетный компьютер от партнера сети «Русской компании». 

Задания квеста:

1. Зарегистрироваться на участие в квесте по ссылке под записью.

2. Вступить в группу «Электронное правительство Тюменской области».

3. Сделать репост данной записи.

4. С 18 по 31 мая сфотографироваться в точках доступа «TyumenFree» 
в г.Тюмени на фоне информационной таблички «TyumenFree», рисунка на асфальте «TyumenFree»** или с самостоятельно изготовленной надписью «TyumenFree».

5. Выложить свои фото в инстаграмм до 23.59 ч. 31 мая с отметкой места на карте и хэштегом «#TyumenFree2015».***

6. Открыть доступ к аккаунту в инстаграмм для свободного подсчета результатов.

Победитель будет определен по количеству фото (не более 1 фото с каждой точки). Если два и более участников добавят одинаковое максимальное количество сэлфи, победитель определится количеством лайков к фотографиям. Для уточнения времени и места вручения главного приза следите за информацией в группе «Электронное правительство Тюменской области». Участвуйте и выигрывайте планшетный компьютер! 

* Дети до 14 лет допускаются к участию с согласия законных представителей. Зарегистрироваться в качестве участника должен законный представитель, указав запрашиваемые ссылки на аккаунты ребенка в социальных сетях. 

** При наличии таблички или рисунка в данной точке доступа. 

*** При возникновении вопросов по регистрации в сети или работе wi-fi необходимо звонить по номеру 8-800-100-12-90. Звонок бесплатный.",147,1431683343,n
110,"Внимание участников квеста! Во вложении указан список тюменских точек!В некоторых из них есть таблички, в некоторых рисунки на асфальте) В остальных вы можете проявлять фантазию и фотографироваться на фоне самостоятельно изготовленных надписей( на листке бумаги, на чем угодно, только без вандализма).",149,1431952276,n
112,"Уважаемые участники квеста, не забывайте регистрироваться прежде чем выкладываете фото!) Этот процесс может показаться для Вас слегка запутанным, но ПЛАНШЕТ!))))",154,1432035985,n
113,"Уважаемые участники, регистрация в квесте - это госуслуга на едином портале госуслуг. Чтобы ее получить, необходимо иметь регистрацию на данном портале. Так как ресурс предназначен для получения государственных услуг и подразумевает обработку личных данных, необходимо подтверждение личности в целях вашей же безопасности. Это можно сделать в любом из центров, предложеных на сайте при регистрации( при попытке подтвердить личность). Приносим извинения за подобные неудобства, но ведь преодоление препятсивй и загадки и есть основа игры ) В дальнейшем с помощью данного портала можно будет в более удобной форме получать различные услуги, например, загранпаспорт и прочие необходимости) Удачи всем!)",197,1432535500,n
114,"Открыт прием заявок на I ежегодный областной Чемпионат по робототехнике и программированию. Принять участие могут все в возрасте от 7 ло 23 лет! Стань первым, отправляй заявку до 15 июня и принимайся за реализацию задуманного!",198,1432536495,n
115,"Запущен новый информационно-образовательный ресурс ""Расширяя горизонты.WEB"". Удобные видеоуроки и презентации по электронным сервисам, а так же дистанционные курсы для новичков в работе с компьютером.",199,1432546054,n
116,"5 с небольшим дней осталось до завершения квеста ""Весна с TyumenFree""! Успеваем регистрироваться и делать фото! Шансы есть у всех! Планшет ждет победителя, который стойко пройдет все испытания!) Болсь вызов и стань первым!)",212,1432641549,n
117,"Друзья, продолжается прием заявок на конкурс ""Моя ИТ-идея"". Подробности и обсуждения во встрече http://vk.com/moya_idea",215,1432718045,n
118,"Хорошая новость для участников квеста  и тех, кто так и не успел! Погода шепчет, и организаторы решили дать шанс проявить себя всем! Квест продлевается до 14 июня! Еще 2 недели на то, чтобы  сделать фото и набрать лайки! У нас есть бесспорные лидеры, но смогут ли они удержать победу? посмотрим 15ого июня! Всем удачи!",217,1433058813,n
119,"Итак, сегодня 14 июня, а это значит, что завтра будут оглашены итоги квеста! Просим участников достойно принять победу или поражение, воздержаться от накруток и других уловок! Напоминаем, победителя ждет планшет от партнера и оператора сети ""Русская компания""!",232,1434303297,n
120,"Друзья, подозрения подтвердились. Некоторые из участников квеста были уличены в накрутке лайков. Но несмотря на это справедливость восторжествовала, и победила участница с самым непоколебимым рвением к победе, которая не только одна из первых справилась с регистрацией, но и помогала другим! Даша Котина, ты это заслужила!!! Поздравляем! Приглашаем всех поздравить Дашу лично!) О награждении будет сообщено дополнительно.",238,1434372420,n
121,Даша Котина! Поздравляем!,239,1434372446,n
122,"Здравствуйте! К сожалению, у представителя организатора закрыты личные сообщения, поэтому приходится писать здесь. Грустно, что организаторы признали свою ошибку только в личном общении с Максимом, но публично этого не сделали и результаты конкурса не пересмотрели. Прошу предоставить контактные данные организаторов для направления досудебной претензии. Если уж такие мелочи решить не могут, то пусть суд разбирается. Мне тут подсказали, что даже такие конкурсы под действие закона попадают.",305,1434622053,n
123,Пенсионеры снова смогут посоревноваться в компьютерной грамотности!,316,1435059780,n
124,Ищете где порыбачить? Геопортал вам в помощь!,317,1435118768,n
125,"Видеоуроки по госуслугам для родителей стали наиболее популярны на портале ""Расширяя горизонты.WEB""",318,1435637923,n
126,Последний день приема заявок на чемпионат по робототехнике и программированию! Успевайте!,319,1435638286,n
127,Как узнать о пенсионных накоплениях? Больше видеоуроков смотрите по ссылке ниже.,320,1435640941,n
128,Интернет появится в 205 селах Тюменской области,322,1435656558,n
129,Как развлечь ребенка? Запишитесь на экскурсии с помощью портала госуслуг. Смотрите больше уроков по ссылке ниже.,323,1435740884,n
130,Путин подписал закон о «запрете иностранного ПО»,324,1435810046,n
131,тарифы на ЖКУ теперь можно сравнить на Геопортале Тюменской области http://gis.72to.ru/portal/home/,327,1436175296,n
132,"Что думают тюменские специалисты о законе ""о праве на забвение""",328,1436334011,n
134,"Прием заявок на чемпионат по компьютерной грамотности среди пенсионеров продлен до 16 июля! Приглашайте своих родителей, бабушек и дедушек! Еще есть время подготовиться к финалу!)",332,1436762403,n
135,Не пропустите главное ИТ-событие региона! Бесплатная регистрация!,334,1437376712,n
138,Поздравляем  Владимира Алексеевича Толстова и Павлину Давыдовну Шабанову - победителей чемпионата по компьютерной грамотности среди пенсионеров! Впереди федеральные соревнования!,342,1437721075,n
139,Минэкономразвития призывает россиян оценивать качество государственных услуг,343,1437976808,n
140,"На ""ИНФОТЕХ 2015"" приглашены все!",344,1438085495,n
141,Поколение гениев уже в Тюмени. Результаты чемпионата по робототехнике будут известны в сентябре,345,1438255571,n
142,Юный роботехник просит помощи у тюменцев,346,1438341265,n
143,Медицина будущего постучалась в Тюменские поликлиники: врачи обучаются работать с электронными картами пациента и уже выдают электронные рецепты,347,1438594080,n
144,В сентябре в Тюмени откроется ИТ-парк для школьников!,348,1438666145,n
145,Выложите пожалуйста результаты розыгрыша лицензий на косулю ! Спасибо,349,1438834572,n
148,"Участники ""ИНФОТЕХ 2015"" смогут стать свидетелями новой эпохи региональной информатизации. Ждем всех 9-10 сентября! Регистрация на сайте инфотех72.рф",353,1439438692,n
149,Успевайте!,354,1439439841,n
150,Неработающих пенсионеров приглашают на обучение с 24 августа.,355,1439440861,n
151,"Здравствуйте, дорогие Тюменцы! В преддверии дня Области дарю вам свою патриотическую песенку с народной музыкой! Мира и тепла!",356,1439472564,n
152,"Опубликован список секций ""ИНФОТЕХ 2015"". Интересно будет каждому, от школьника до бизнесмена.",357,1439870248,n
153,"Пенсионеров из Тюменской области призывают активнее участвовать в конкурсе ""Спасибо Интернету 2015""",358,1439874189,n
154,"в Японии открылся отель, где все сотрудники - роботы.",359,1439875239,n
155,"Станет ли Тюмень безопасным городом можно будет узнать на ""ИНФОТЕХ 2015""",360,1439901223,n
156,"Впервые тюменцев приглашают на ИТ-экскурсию! Побывать в Центре обработки данных до этого удавалось не многим! Двери откроются всего на 1 день, 8 сентября!",361,1440044212,n
157,"Чья работа скрыта от глаз и ощутима при ее отсутствии? Эти и другие секреты на ""ИНФОТЕХ 2015"" 9-10 сентября в тюменском технопарке! Бесплатная регистрация а сайте.",362,1440394695,n
158,В понедельник стартует неделя информационных технологий!,363,1441168947,n
159,Безопасность превыше всего!,366,1441176608,n
160,"Что такое виртуализация и какие проблемы она решает? Ответы на ""ИНФОТЕХ 2015"" . Участие бесплатное при условии регистрации на сайте.",367,1441182610,n
161,Будущее мобильных приложений на ИНФОТЕХ-2015,368,1441187502,n
163,Сегодня в 19.30! Смотрим и гордимся достижениями Тюменской области!,370,1441194912,n
165,"Из первых уст об ""ИНФОТЕХ 2015"" и информатизации региона в общем. Директор департамента информатизации Александр Албычев в программе ""хештег""",372,1441283200,n
166,В понедельник в 14.00 состоится финал чемпионата по программированию и робототехнике  и открытие III ИТ-недели! Приходите поддержать ребят и удивиться их таланту),373,1441370052,n
167,9 сентября в Тюмени стартует долгожданный ИНФОТЕХ-2015,374,1441689081,n
169,"У тренеров «Расширяя горизонты» новые полномочия

Для того, чтобы в полном объеме пользоваться государственными услугами через интернет, гражданину нужен личный кабинет на портале www.gosuslugi.ru. При этом часть услуг доступна при простой регистрации по номеру телефона и имени, а часть предоставляется только после подтверждения личности гражданина. Эта процедура предполагает ввод на сайте персонального кода, полученного одним из трех доступных способов. Если у гражданина нет электронной подписи или универсальной электронной карты, ему проще всего самостоятельно обратиться за этим в один из предложенных центров обслуживания.

Такие полномочия теперь получил и информационно-образовательный центр, реализующий программу губернатора по повышению компьютерной грамотности «Расширяя горизонты». Благодаря этому теперь слушатели бесплатных компьютерных курсов смогут завести свой личный кабинет на портале и подтвердить личность в рамках одного занятия. Все, что от них потребуется – данные паспорта и СНИЛС. Подобные меры не только упростят процедуру регистрации в районах, где код можно получить только почтой, но и расширят возможности работы с порталом в рамках обучения. Ту же возможность получили и сотрудники медицинских учреждений, обучающиеся на специализированных курсах, которые также реализует центр.

После регистрации на портале госуслуг данные гражданина попадают в единую систему идентификации и аутентификации (ЕСИА), что позволяет в дальнейшем не только получать привычные госуслуги, но и пользоваться различными сервисами, такими как «Электронная школа», региональный портал госуслуг, портал «Российская общественная инициатива» и другие.

Более подробную информацию можно узнать по телефону информационно-справочной службы по госуслугам Тюменской области 8-800-100-12-90. Звонок бесплатный. Инструкция по регистрации на портале госуслуг.",379,1443436455,n
170,"Сегодня в 14.00 в школе №25 для школьников состоится мастер-класс «Мотивация к программированию через создание 3D объектов». Преподаватель - Иван Козлович, начальник отдела развития робототехники Центра робототехники и автоматизированных систем.  Ученики научатся пользоваться системой beetleblocks.",381,1445574661,n
172,Тюменская область в десятке лучших по информатизации,384,1446525402,n
173,В поликлиниках Тюмени завершилось тестирование электронного рецепта,388,1446537718,n
174,Тюменцы доверяют областному центру телефонного обслуживания,389,1446548476,n
175,Российских дипломников заставят выкладывать свои работы в интернете http://gov.cnews.ru/news/top/2015-10-30_rossijskih_diplomnikov_zastavyat_vykladyvat_svoi,390,1446559266,n
176,"9 ноября для школьников открылись двери в новой лаборатории «РобоЛаб», которая расположена в средней общеобразовательной школе №88. Здесь робототехникой смогут заниматься школьники с 7 класса, и собирать они будут не программируемые готовые конструкторы, а свои собственные индивидуальные или групповые проекты. Дети не будут сидеть и записывать материал в тетради, в «РобоЛабе» будут паять, пилить, вырезать на станке и вытачивать детали для своего собственного робота. Для этого класс оборудован восемью рабочими местами и всем необходимым оборудованием: лазерным и фрезерными станками, 3D-принтером, верстаками, паяльными столами и прочими инструментами.

Учебная программа рассчитана на 72 академических часа и продлится до конца 2015–2016 учебного года. Основная ее цель – сформировать у школьников комплекс знаний, умений и навыков, необходимых для эффективной командной работы над робототехническими проектами.

В процессе обучения и работы над созданием своих роботов дети научатся программировать микроконтроллеры Arduino, подключать различные датчики, модули и устройства к Arduino, паять электронные компоненты, составлять и тестировать электрические схемы, обращаться с 3D-принтерами и печатать на них 3D-модели, необходимые для проектов, изготавливать детали по векторным изображениям на лазерном станке.

До конца года рассчитано обучить 50 человек. В классе заниматься смогут ученики не только школы №88, но и школ, в которых есть профильные технические классы. На текущий момент группы уже набраны и набор закрыт. Желающим посещать «РобоЛаб» и школьникам других городов придется подождать до 2016 года, в котором запланировано открытие еще двух лабораторий. Все они станут частью центра робототехники и автоматизированных систем управления, в который войдут и другие подразделения для студентов и молодых специалистов.",391,1447220740,n
177,"Тюменская региональная сеть бесплатного интернета «TyumenFree» преодолела рубеж в 300 000 пользователей.

300 тысяч пользователей, 131 точка w-fi – текущий статус полюбившегося всем жителям области проекта. Региональная сеть бесплатного Интернета была открыта в рамках программы губернатора «Расширяя горизонты» в мае 2012 года. Пилотный проект насчитывал всего 22 точки в г. Тюмени, со временем сеть стала доступна и во всех городах юга Тюменской области. Таким образом, в области поддерживается курс по повышению доступности интернет-ресурсов для населения. Спустя 2 года все чаще от граждан поступают обращения с просьбами открыть дополнительные пункты.
В августе 2013 года в сети зафиксирован рекорд: пользователями сети стали 9390 жителей юга области. Популярность не спадает и по сегодняшний день – в октябре текущего года зарегистрировалось 7 133 человека. Чаще всего тюменцы заходят в интернет на цветном бульваре, площади 400-летия, на ЖД вокзале и других популярных местах города. Высокие рейтинги этих точек практически не падают с начала работы сети.

Краткая история проекта:
25 мая 2012 года – официальное открытие, запуск 33 точек в г. Тюмени
1 июля 2012 года – запуск 21 точки в г. Тюмени
январь 2013 года – запуск 3 точек в г. Тюмени
24 мая 2013 года – запуск первых 10 точек в городах юга области, повышение скорости.
октябрь 2013 – 100 000 пользователей
1 июля 2013 года – запуск 28 точек в городах юга области

Ознакомиться с действующими точками wi-fi можно на сайте программы «Расширяя горизонты». Более подробную информацию можно получить по номеру 8-800-100-12-90. Звонок бесплатный.",392,1447310044,n
178,"Завтра, 25 ноября, в школьной лаборатории ""РобоЛаб"" состоится открытый урок.",393,1448337832,n
181,Осторожно! Мошенники!,396,1449057966,n
182,"В Тюменской области активно внедряется система ""WEB-образование"" school.72to.ru и мобильное приложение ""Образование72"". А как дела обстоят в России?",398,1449547296,n
183,"Тюменская область за безопасный интернет

Правительство Тюменской области и Лига безопасного интернета подписали соглашение о сотрудничестве.

Правительство Тюменской области и Лига безопасного интернета заключили соглашение о совместной деятельности по обеспечению информационной безопасности при внедрении и развитии телекоммуникационных услуг в Тюменской области. Органом, ответственным за исполнение условий данного соглашения назначен Департамент информатизации Тюменской области.
Основной задачей сотрудничества станет борьба с информацией, запрещенной в сети интернет законодательством РФ.  
Для формирования безопасной среды предполагается развернуть деятельность по нескольким направлениям: предпринять меры по обнаружению запрещенного контента и оказывать содействие в борьбе с владельцами ресурсов, распространяющих его; поддерживать и развивать социально значимые проекты и интернет-ресурсы, а также участвовать в организации просветительских мероприятий по вопросам безопасности в сети. Кроме этого, одной из главных задач ставится содействие в оказании помощи детям, ставшим жертвами распространения запрещенной информации.
Тюменская область является одним из лидеров по развитию информатизации, имеет региональную сеть бесплатного интернета, поэтому вопрос безопасности в сети здесь особенно актуален. В области уже существует общественное молодежное движение, занимающее данной темой, также, основы безопасности при работе во всемирной паутине преподаются в рамках курсов по повышению компьютерной грамотности «Расширяя горизонты».
Электронную версию курсов повышения компьютерной грамотности «Расширяя горизонты» можно найти на сайте на сайте http://rgweb72.ru",400,1450413202,n
184,"Сегодня в 13.00 в совместном пресс-центре информационных агентств «Интерфакс-Урал» и «Тюменская линия» в Тюмени (ул.Осипенко,81) состоится пресс-конференция «Электронное правительство Тюменской области: результаты реализации основных направлений в 2015 году». Спикер – Александр Албычев, директор Департамента информатизации Тюменской области.",401,1450844251,n
185,Подведены итоги информатизации в 2015 году в Тюменской области,402,1451041518,n
186,В Тюменских автобусах появился wi-fi,403,1451373698,n
187,"Зажигательная песня о серьезном, о документах)",404,1451381812,n
188,"Обновлено мобильное приложение ""Госуслуги"". Забыли получить загранпаспорт? Сделайте это прямо с мобильного! А также зарегистрируйте автомобиль, запишите ребенка в детский сад и решите другие вопросы на ходу! http://minsvyaz.ru/ru/events/34454/",405,1451382245,n
189,В Омутинском районе IT-технологии служат в помощь работодателям,406,1451448565,n
191,На региональном портале госуслуг появились 2 федеральные госуслуги в виде виджетов! Узнать налоговую задолженность или ИНН теперь просто!,411,1453897115,n
194,C 1 февраля а Тюменской области граждане вновь смогу оценить качество предоставления им государственных услуг по смс. Подробнее в тексте по ссылке.,414,1454043742,n
195,"Портал госуслуг поможет пользователю освоить электронные сервисы. Даже школьники и студенты смогут найти для себя решения актуальных вопросов, таких как получение загранпаспорта, смена паспорта и другие.Подробнее по ссылке ниже.",415,1454406721,n
196,"Крик о помощи. 
УМОЛЯЮ НУЖНА ПОМОЩЬ- СРОЧНО.Россия-мать-родина только Мать о своих детях всегда заботится и не бросает на произвол судьбы.Власть чиновников и их круговая порука доводит народ до последней черты .Веры нет что когда нибудь что -то изменится и наши просьбы о помощи будут услышаны и нам помогут.Увы это реальность в которой мы живём...Я живу в Казанском районе Тюменской области а именно село Казанское где круговая порука сильно расцвела .Считают что Москва далеко ведут собственную политику живут по собственным правилам на законы написанные для всех граждан России ими здесь не соблюдаются..В службе судебных приставов сидят люди не имеющие юридического образования .Законов не знают и знать не хотят....Решают судьбы людей как им хочется лишь планы выполнять.Наш суд прикрывает незаконные действия судебных приставов и справедливых решений не выносит..В Федеральном суде сидит судья Первушина Н.В. которая постоянно выносит решения в пользу судебных приставов хотя незаконность их решений доказываются фактами .Факты не принимаются во внимание.Права гражданина России здесь не существуют .Наша беда в том что здесь работает такой судебный пристав - исполнитель Богданова Татьяна Васильевна для неё закон не писали никогда она делает что хочет.Уничтожить человека для неё ничего не значит..У меня есть факты её беззаконных действий.Нестеров Валерий Александрович 1967 года рождения проживающий в казанском районе с рождения с диагнозом высокое давление и больное сердце находиться в положение жертвы службы судебных приставов идёт постоянная травля.Состояние здоровья только ухудшается..Судебный пристав Богданова. Т.В когда он ещё был инвалидом потом государство пенсии лишила кризис в стране наступил.Инвалидов много а денег пенсии им платить нет..Забирала половину пенсии лишала тем самым возможности покупать лекарства .Она выполняла план а то что он мог на остатки пенсии только платить коммуналку и на еду денег было так мало что человек ещё мог умереть с голоду её не волновало.Если бы была надежда что кто нибудь поможет у нас районе поможет найти правду и спасти Нестерова В.А. от не человеческой травли его как человека. гражданина России и вернуть ему все права которые у него забрали я бы не писала с горечью в сердце и большой обидой и не обращалась ко всем кто может услышать и возможно помочь..Даже сейчас при постоянном обращение в Федеральный суд с Казанское на действия судебного пристава исполнителя Богданову Т.В дело попадает к судье Первушиной Н В и судья помогает судебным приставам хотя они нарушают закон и при этом знают что наказания им не будит никого.. 
помогите разорвать этот замкнутый круг найти правду и спасти человека.У нас страдают много людей от беззакония от властей..Я написала только один случай а их много..Всё чего я хочу живя в России знать что я здесь гражданка со всеми правами и имею право на защиту государства своих прав и свобод .",416,1454658834,n
197,В Тюменской области появился портал общественного транспорта,418,1455099997,n
198,"Бесплатного wi-fi ""TyumenFree"" стало больше!",419,1455172605,n
200,Сегодня учителя Тюменской области сели за парты. Зачем? Подробнее по ссылке. https://gorizont.admtyumen.ru/rg/rus/news/more.htm?id=11356767@egNews,422,1455537018,n
201,"Дневник школьника online: оценки, расписание, домашнее задание в приложении «Образование72».

Подробнее - http://admtyumen.ru/ogv_ru/gov/administrative/informatization_department/mobil.htm",424,1456386614,n
202,"Мы поддерживаем молодежные инициативы! Надеемся, среди работ будут проекты и в сфере информатизации)",429,1457516853,n
203,"Обязательно посмотрите очередной эфир о ""Медицина72"". Спикеры ответили на несколько популярных и очень важных вопросов пациентов.",430,1457599697,n
204,Воспитанник «Роболаб» отправится на Всероссийский робототехнический фестиваль,440,1458792949,n
205,"Ура! Прием заявок продолжается! Чем раньше вы примите решение об участии, тем больше времени останется на создание шедевра! Дерзайте!",441,1459138376,n
206,"На чемпионате WorldSkills Russia Tyumen 2016 https://vk.com/tyumentrud ученица школьной лаборатории ""РобоЛАБ"" заняла 3 место в направлении ""Прототипирование"" в возрастной категории 14+. Поздравляем Аню Кисляк!",442,1459144762,n
211,"Скоро начнется сезон охоты! Отправьте заявление на разрешение прямо сейчас онлайн! видео по ссылке ниже, карта охотничьих угодий на геопортале http://gis.72to.ru/",449,1461135601,n
213,"Будь в расчете с государством! Уже апрель, но кто-то все еще не заплатил налоги! Сделайте это просто с порталом госуслуг!",451,1461235255,n
214,"Проектная лаборатория Областного центра робототехники и автоматизированных систем (ЦРиАСУ) постепенно пополняется оборудованием. Студентам и школьникам не проходить мимо! Скоро открытие, следите за новостями.",452,1461651990,n
216,"4 мая истекает срок предоставления декларации о доходах, полученных в 2015 году.  Зайти в личный кабинет на портале nalog.ru можно с помощью логина и пароля от портала госуслуг www.gosuslugi.ru",454,1461669681,n
